feature,mean_importance
total_3mo_usage_per_limit,0.0010594739464609316
remaining_bill,0.003291456320413266
payment_ratio_6month,0.004221157701595346
payment_ratio,0.004447414596325261
delinquency_score,0.0070085298267056565
overlimit_percentage,0.018544426285409032
total_usage_per_limit,0.020296182268035434
utilization_3month,0.026810723010165773
total_usage,0.06286447630792746
payment_ratio_3month,0.12599121152694065
