feature,mean_importance
total_usage_per_limit,0.012880379865902713
remaining_bill,0.01629598848740743
total_3mo_usage_per_limit,0.01768087813222006
payment_ratio_6month,0.01921541238695128
delinquency_score,0.019442785983886067
utilization_3month,0.028034960085320894
payment_ratio,0.030217813924306846
total_usage,0.03208426634664474
overlimit_percentage,0.03575204677928832
payment_ratio_3month,0.053875929353704624
