feature,mean_importance
total_usage_per_limit,0.006797610515413088
payment_ratio_6month,0.013018937919879237
total_3mo_usage_per_limit,0.01561722296743039
total_usage,0.02029353161978592
utilization_3month,0.02056519840055151
payment_ratio,0.021019375296767617
remaining_bill,0.02416818060204796
delinquency_score,0.024428030660711864
overlimit_percentage,0.03362859692017402
payment_ratio_3month,0.03546139294780347
